ID,name,FoodGroup,Calories,Fat,Protein,Carbohydrate
4547,Broccoli Chinese Cooked From Fresh Ns As To Fat Added In Cooking,Vegetables,53,4.34,1.1,3.6
4548,Broccoli Chinese Cooked From Frozen Ns As To Fat Added In Cooking,Vegetables,53,4.34,1.1,3.6
4549,Broccoli Chinese Cooked Ns As To Form Fat Added In Cooking Ns As To Type Of Fat,Vegetables,53,4.34,1.1,3.6
4550,Broccoli Chinese Cooked From Fresh Fat Added In Cooking Ns As To Type Of Fat,Vegetables,53,4.34,1.1,3.6
4551,Broccoli Chinese Cooked From Frozen Fat Added In Cooking Ns As To Type Of Fat,Vegetables,53,4.34,1.1,3.6
4552,Cauliflower Cooked From Fresh Made With Oil,Vegetables,53,3.94,1.76,3.93
4553,Mustard Greens Cooked Ns As To Form Made With Oil,Vegetables,53,3.57,2.46,4.34
4554,Mustard Greens Cooked From Fresh Made With Oil,Vegetables,53,3.57,2.46,4.34
4555,Mustard Greens Cooked From Canned Made With Oil,Vegetables,53,3.57,2.46,4.34
4556,Beet Greens Cooked Made With Oil,Vegetables,53,3.23,2.48,5.26
4557,Lambsquarter Cooked Made With Oil,Vegetables,53,3.13,3.1,4.85
4558,Collards Cooked Ns As To Form Made With Oil,Vegetables,53,3.02,2.63,5.49
4559,Collards Cooked From Fresh Made With Oil,Vegetables,53,3.02,2.63,5.49
4560,Broccoflower Cooked Made With Butter,Vegetables,53,2.8,2.96,6.05
4561,Beets Cooked From Canned Made With Oil,Vegetables,53,2.72,0.88,6.98
4562,Onions Green Cooked Ns As To Form Ns As To Fat Added In Cooking,Vegetables,53,2.55,1.88,7.46
4563,Onions Green Cooked From Fresh Ns As To Fat Added In Cooking,Vegetables,53,2.55,1.88,7.46
4564,Onions Green Cooked Ns As To Form Fat Added In Cooking,Vegetables,53,2.55,1.88,7.46
4565,Broccoli Cooked From Fresh Ns As To Fat Added In Cooking,Vegetables,53,2.52,2.31,6.94
4566,Broccoli Cooked From Fresh Fat Added In Cooking Ns As To Type Of Fat,Vegetables,53,2.52,2.31,6.94
4567,Beans String Cooked From Fresh Ns As To Color Made With Margarine,Vegetables,53,2.45,1.81,7.56
4568,Beans String Green Cooked From Fresh Made With Margarine,Vegetables,53,2.45,1.81,7.56
4569,Beans String Yellow Cooked From Fresh Made With Margarine,Vegetables,53,2.45,1.81,7.56
4570,Carrots Cooked From Fresh Ns As To Fat Added In Cooking,Vegetables,53,2.31,0.75,7.94
4571,Carrots Cooked From Fresh Fat Added In Cooking Ns As To Type Of Fat,Vegetables,53,2.31,0.75,7.94
4572,Carrots Canned Low Sodium Ns As To Fat Added In Cooking,Vegetables,53,2.28,0.89,7.98
4573,Carrots Canned Low Sodium Fat Added In Cooking Ns As To Type Of Fat,Vegetables,53,2.28,0.89,7.98
4574,Vegetable Combinations Asian Style Broccoli Green Pepper Water Chestnut Etc. Cooked Made With Margarine,Vegetables,53,1.69,1.64,8.71
4575,Peas Cooked From Canned With Tomato Sauce,Vegetables,53,0.63,3.37,9.32
4576,Peas And Carrots Frozen Unprepared,Vegetables,53,0.47,3.4,11.15
4577,Artichokes (Globe Or French) Cooked Boiled Drained Without Salt,Vegetables,53,0.34,2.89,11.95
4578,Artichoke Cooked From Fresh Fat Not Added In Cooking,Vegetables,53,0.34,2.87,11.88
4579,Vegetables Stew Type Cooked Fat Not Added In Cooking,Vegetables,53,0.34,1.07,12.08
4580,Peas Green Canned No Salt Added Solids And Liquids,Vegetables,53,0.3,3.19,9.75
4581,Cucumber Cooked Made With Oil,Vegetables,52,3.94,0.77,4.32
4582,Lettuce Salad With Avocado Tomato And/or Carrots With Or Without Other Vegetables No Dressing,Vegetables,52,3.4,1.4,5.36
4583,Greens Cooked Ns As To Form Made With Oil,Vegetables,52,3.3,1.93,5.06
4584,Greens Cooked From Fresh Made With Oil,Vegetables,52,3.3,1.93,5.06
4585,Greens Cooked From Canned Made With Oil,Vegetables,52,3.3,1.93,5.06
4586,Mushrooms Cooked Ns As To Form Made With Oil,Vegetables,52,3.27,2.1,5.11
4587,Mushrooms Cooked From Fresh Made With Oil,Vegetables,52,3.27,2.1,5.11
4588,Mushrooms Cooked From Frozen Made With Oil,Vegetables,52,3.27,2.1,5.11
4589,Kale Cooked From Fresh Made With Butter,Vegetables,52,3.21,1.85,5.39
4590,Kale Cooked From Canned Made With Butter,Vegetables,52,3.21,1.85,5.39
4591,Turnip Greens Cooked From Frozen Made With Oil,Vegetables,52,3.08,3.24,4.82
4592,Collards Cooked From Canned Made With Oil,Vegetables,52,3,2.61,5.45
4593,Vegetable Combination Including Carrots Broccoli And/or Dark-Green Leafy; Cooked No Sauce Made With Butter,Vegetables,52,2.87,1.44,6.43
4594,Greens Cooked From Frozen Made With Butter,Vegetables,52,2.81,2.98,5.62
4595,Tomato With Corn And Okra Cooked Made With Oil,Vegetables,52,2.81,1.5,6.69
4596,Rutabaga Cooked Made With Oil,Vegetables,52,2.76,0.9,6.62
4597,Carrots Cooked Ns As To Form Made With Margarine,Vegetables,52,2.53,0.56,7.46
4598,Carrots Cooked From Frozen Made With Margarine,Vegetables,52,2.53,0.56,7.46
4599,Collards Cooked From Frozen Ns As To Fat Added In Cooking,Vegetables,52,2.35,2.89,6.88
4600,Collards Cooked From Frozen Fat Added In Cooking Ns As To Type Of Fat,Vegetables,52,2.35,2.89,6.88
4601,Beans String Green Cooked From Fresh With Mushroom Sauce,Vegetables,52,2.26,1.87,7.1
4602,Squash Winter Type Baked No Sugar Added In Cooking Made With Butter,Vegetables,52,2.16,0.88,8.61
4603,Mixed Vegetables Canned Low Sodium Ns As To Fat Added In Cooking,Vegetables,52,2.03,1.38,7.13
4604,Mixed Vegetables Canned Low Sodium Fat Added In Cooking Ns As To Type Of Fat,Vegetables,52,2.03,1.38,7.13
4605,Cooked Podded Peas,Vegetables,52,0.38,3.5,9.02
4606,Snowpea Cooked Ns As To Form Fat Not Added In Cooking,Vegetables,52,0.38,3.48,8.96
4607,Snowpea Cooked From Frozen Fat Not Added In Cooking,Vegetables,52,0.38,3.48,8.96
4608,Cress Cooked Ns As To Form Made With Oil,Vegetables,51,3.81,1.82,3.65
4609,Cress Cooked From Fresh Made With Oil,Vegetables,51,3.81,1.82,3.65
4610,Cress Cooked From Canned Made With Oil,Vegetables,51,3.81,1.82,3.65
4611,Carrots Cooked From Canned Made With Oil,Vegetables,51,3.19,0.62,5.36
4612,Squash Spaghetti Cooked Made With Oil,Vegetables,51,3.08,0.64,6.24
4613,Kale Cooked From Frozen Ns As To Fat Added In Cooking,Vegetables,51,3,2.74,5.02
4614,Kale Cooked From Frozen Fat Added In Cooking Ns As To Type Of Fat,Vegetables,51,3,2.74,5.02
4615,Peppers Green Cooked Made With Butter,Vegetables,51,2.9,0.91,6.43
4616,Peppers Red Cooked Made With Butter,Vegetables,51,2.9,0.91,6.43
4617,Beans String Cooked Ns As To Form Ns As To Color Made With Butter,Vegetables,51,2.89,1.46,6.19
4618,Beans String Cooked From Frozen Ns As To Color Made With Butter,Vegetables,51,2.89,1.46,6.19
4619,Beans String Green Cooked Ns As To Form Made With Butter,Vegetables,51,2.89,1.46,6.19
4620,Beans String Green Cooked From Frozen Made With Butter,Vegetables,51,2.89,1.46,6.19
4621,Beans String Yellow Cooked Ns As To Form Made With Butter,Vegetables,51,2.89,1.46,6.19
4622,Beans String Yellow Cooked From Frozen Made With Butter,Vegetables,51,2.89,1.46,6.19
4623,Broccoli Raab Cooked Made With Butter,Vegetables,51,2.69,3.73,3.02
4624,Broccoflower Cooked Fat Added In Cooking Ns As To Type Of Fat,Vegetables,51,2.54,2.95,6.06
4625,Turnip Greens With Roots Cooked Ns As To Form Ns As To Fat Added In Cooking,Vegetables,51,2.3,2.91,4.7
4626,Turnip Greens With Roots Cooked From Frozen Ns As To Fat Added In Cooking,Vegetables,51,2.3,2.91,4.7
4627,Turnip Greens With Roots Cooked Ns As To Form Fat Added In Cooking,Vegetables,51,2.3,2.91,4.7
4628,Turnip Greens With Roots Cooked From Frozen Fat Added In Cooking,Vegetables,51,2.3,2.91,4.7
4629,Green Peppers And Onions Cooked Made With Margarine,Vegetables,51,1.78,1.15,8.53
4630,Peas And Onions Canned Solids And Liquids,Vegetables,51,0.38,3.28,8.57
4631,Artichokes (Globe Or French) Cooked Boiled Drained With Salt,Vegetables,51,0.34,2.89,11.39
4632,Lettuce Cooked Ns As To Fat Added In Cooking,Vegetables,50,3.54,1.32,4.29
4633,Lettuce Cooked Fat Added In Cooking,Vegetables,50,3.54,1.32,4.29
4634,Spinach Cooked Ns As To Form Made With Butter,Vegetables,50,2.8,3.91,4.66
4635,Spinach Cooked From Frozen Made With Butter,Vegetables,50,2.8,3.91,4.66
4636,Cabbage Savoy Cooked Made With Butter,Vegetables,50,2.7,2.03,6.12
4637,Vegetable Combination Including Carrots Broccoli And/or Dark-Green Leafy; Cooked No Sauce Ns As To Fat Added In Cooking,Vegetables,50,2.61,1.44,6.44
4638,Vegetable Combination Including Carrots Broccoli And/or Dark-Green Leafy; Cooked With Butter Sauce,Vegetables,50,2.61,1.44,6.46
4639,Vegetable Combination Including Carrots Broccoli And/or Dark-Green Leafy; Cooked No Sauce Fat Added In Cooking Ns As To Type Of Fat,Vegetables,50,2.6,1.44,6.44
4640,Greens Cooked From Frozen Ns As To Fat Added In Cooking,Vegetables,50,2.56,2.98,5.63
4641,Greens Cooked From Frozen Fat Added In Cooking Ns As To Type Of Fat,Vegetables,50,2.56,2.98,5.63
4642,Cabbage Red Cooked Made With Butter,Vegetables,50,2.55,1.48,6.69
4643,Tomato And Corn Cooked Ns As To Fat Added In Cooking,Vegetables,50,2.28,1.37,7.67
4644,Tomato And Corn Cooked Fat Added In Cooking,Vegetables,50,2.28,1.37,7.67
4645,Brussels Sprouts Cooked From Fresh Made With Margarine,Vegetables,50,2.25,2.46,6.87
4646,Onions Green Cooked From Fresh Fat Added In Cooking,Vegetables,50,2.13,1.86,7.47
4647,Broccoli Cooked From Fresh With Mushroom Sauce,Vegetables,50,2.11,2.16,6.79
4648,Squash Winter Type Mashed Ns As To Fat Or Sugar Added In Cooking,Vegetables,50,1.97,0.88,8.62
4649,Squash Winter Type Mashed Fat Added In Cooking No Sugar Added In Cooking,Vegetables,50,1.97,0.88,8.62
4650,Squash Winter Type Baked Ns As To Fat Or Sugar Added In Cooking,Vegetables,50,1.97,0.88,8.62
4651,Squash Winter Type Baked Fat Added In Cooking No Sugar Added In Cooking Ns As To Type Of Fat,Vegetables,50,1.97,0.88,8.62
4652,Carrots Cooked From Fresh Made With Margarine,Vegetables,50,1.95,0.74,7.95
4653,Carrots Canned Low Sodium Made With Margarine,Vegetables,50,1.93,0.88,7.99
4654,Mixed Vegetables Canned Low Sodium Made With Margarine,Vegetables,50,1.72,1.37,7.14
4655,Cooked Hubbard Squash,Vegetables,50,0.62,2.48,10.81
4656,Squash Winter Hubbard Baked With Salt,Vegetables,50,0.62,2.48,10.81
4657,Peas Edible-Podded Frozen Cooked Boiled Drained With Salt,Vegetables,50,0.38,3.5,8.43
4658,Hyacinth-Beans Immature Seeds Cooked Boiled Drained With Salt,Vegetables,50,0.27,2.95,9.2
4659,Hyacinth-Beans Immature Seeds Cooked Boiled Drained Without Salt,Vegetables,50,0.27,2.95,9.2
4660,Peas Green Canned Seasoned Solids And Liquids,Vegetables,50,0.27,3.09,9.25
4661,Mung Beans Mature Seeds Sprouted Cooked Stir-Fried,Vegetables,50,0.21,4.3,10.59
4662,Waterchestnuts Chinese Canned Solids And Liquids,Vegetables,50,0.06,0.88,12.3
4663,Bitter Melon Cooked Ns As To Fat Added In Cooking,Vegetables,49,3.68,0.8,4.14
4664,Bitter Melon Cooked Fat Added In Cooking,Vegetables,49,3.68,0.8,4.14
4665,Mushrooms Cooked From Canned Ns As To Fat Added In Cooking,Vegetables,49,3.09,1.81,4.92
4666,Mushrooms Cooked From Canned Fat Added In Cooking Ns As To Type Of Fat,Vegetables,49,3.09,1.81,4.92
4667,Mushrooms Cooked From Canned Made With Oil,Vegetables,49,3.09,1.81,4.92
4668,Kale Cooked Ns As To Form Ns As To Fat Added In Cooking,Vegetables,49,2.91,1.84,5.41
4669,Kale Cooked From Fresh Ns As To Fat Added In Cooking,Vegetables,49,2.91,1.84,5.41
4670,Kale Cooked From Canned Ns As To Fat Added In Cooking,Vegetables,49,2.91,1.84,5.41
4671,Kale Cooked Ns As To Form Fat Added In Cooking Ns As To Type Of Fat,Vegetables,49,2.91,1.84,5.41
4672,Kale Cooked From Fresh Fat Added In Cooking Ns As To Type Of Fat,Vegetables,49,2.91,1.84,5.41
4673,Kale Cooked From Canned Fat Added In Cooking Ns As To Type Of Fat,Vegetables,49,2.91,1.84,5.41
4674,Beet Greens Cooked Made With Butter,Vegetables,49,2.75,2.5,5.25
4675,Lambsquarter Cooked Made With Butter,Vegetables,49,2.74,3.12,4.85
4676,Collards Cooked Ns As To Form Made With Butter,Vegetables,49,2.66,2.65,5.49
4677,Collards Cooked From Fresh Made With Butter,Vegetables,49,2.66,2.65,5.49
4678,Collards Cooked From Canned Made With Butter,Vegetables,49,2.64,2.63,5.45
4679,Okra Cooked Ns As To Form Made With Oil,Vegetables,49,2.63,1.58,6.22
4680,Okra Cooked From Frozen Made With Oil,Vegetables,49,2.63,1.58,6.22
4681,Spinach Cooked Ns As To Form Ns As To Fat Added In Cooking,Vegetables,49,2.6,3.91,4.67
4682,Spinach Cooked From Frozen Ns As To Fat Added In Cooking,Vegetables,49,2.6,3.91,4.67
4683,Spinach Cooked Ns As To Form Made With Oil,Vegetables,49,2.6,3.91,4.67
4684,Spinach Cooked Ns As To Form Fat Added In Cooking Ns As To Type Of Fat,Vegetables,49,2.6,3.91,4.67
4685,Spinach Cooked From Frozen Fat Added In Cooking Ns As To Type Of Fat,Vegetables,49,2.6,3.91,4.67
4686,Tomato With Corn And Okra Cooked Made With Butter,Vegetables,49,2.48,1.51,6.72
4687,Broccoli Raab Cooked Ns As To Fat Added In Cooking,Vegetables,49,2.46,3.72,3.03
4688,Broccoli Raab Cooked Fat Added In Cooking Ns As To Type Of Fat,Vegetables,49,2.46,3.72,3.03
4689,Beets Cooked From Canned Made With Butter,Vegetables,49,2.32,0.9,6.98
4690,Broccoli Cooked From Fresh Made With Margarine,Vegetables,49,2.16,2.3,6.95
4691,Pumpkin Cooked From Canned Made With Oil,Vegetables,49,2.09,1.08,7.91
4692,Collards Cooked From Frozen Made With Margarine,Vegetables,49,2.02,2.88,6.89
4693,Winged Beans Immature Seeds Raw,Vegetables,49,0.87,6.95,4.31
4694,Eggplant Pickled,Vegetables,49,0.7,0.9,9.77
4695,Fennel Bulb Cooked Fat Not Added In Cooking,Vegetables,49,0.32,1.96,11.52
4696,Vegetables Mixed Canned Drained Solids,Vegetables,49,0.25,2.59,9.26
4697,Mixed Vegetables Cooked From Canned Fat Not Added In Cooking,Vegetables,49,0.25,2.58,9.24
4698,Irishmoss Seaweed,Vegetables,49,0.16,1.51,12.29
4699,Broccoli Chinese Cooked Ns As To Form Made With Margarine,Vegetables,48,3.72,1.08,3.62
4700,Broccoli Chinese Cooked From Fresh Made With Margarine,Vegetables,48,3.72,1.08,3.62
4701,Broccoli Chinese Cooked From Frozen Made With Margarine,Vegetables,48,3.72,1.08,3.62
4702,Cauliflower Cooked From Fresh Made With Butter,Vegetables,48,3.39,1.79,3.93
4703,Mustard Greens Cooked Ns As To Form Made With Butter,Vegetables,48,3.08,2.49,4.34
4704,Mustard Greens Cooked From Fresh Made With Butter,Vegetables,48,3.08,2.49,4.34
4705,Mustard Greens Cooked From Canned Made With Butter,Vegetables,48,3.08,2.49,4.34
4706,Cabbage Green Cooked Made With Oil,Vegetables,48,2.98,1.23,5.31
4707,Greens Cooked Ns As To Form Made With Butter,Vegetables,48,2.85,1.95,5.06
4708,Greens Cooked From Fresh Made With Butter,Vegetables,48,2.85,1.95,5.06
4709,Greens Cooked From Canned Made With Butter,Vegetables,48,2.85,1.95,5.06
4710,Mushrooms Cooked Ns As To Form Made With Butter,Vegetables,48,2.82,2.12,5.1
4711,Mushrooms Cooked From Fresh Made With Butter,Vegetables,48,2.82,2.12,5.1
4712,Mushrooms Cooked From Frozen Made With Butter,Vegetables,48,2.82,2.12,5.1
4713,Turnip Greens Cooked Ns As To Form Made With Butter,Vegetables,48,2.67,3.26,4.81
4714,Turnip Greens Cooked From Frozen Made With Butter,Vegetables,48,2.67,3.26,4.81
4715,Peppers Green Cooked Ns As To Fat Added In Cooking,Vegetables,48,2.61,0.9,6.44
4716,Peppers Green Cooked Fat Added In Cooking Ns As To Type Of Fat,Vegetables,48,2.61,0.9,6.44
4717,Peppers Red Cooked Ns As To Fat Added In Cooking,Vegetables,48,2.61,0.9,6.44
4718,Peppers Red Cooked Fat Added In Cooking Ns As To Type Of Fat,Vegetables,48,2.61,0.9,6.44
4719,Beans String Cooked Ns As To Form Ns As To Color Fat Added In Cooking Ns As To Type Of Fat,Vegetables,48,2.6,1.45,6.2
4720,Beans String Cooked From Frozen Ns As To Color Fat Added In Cooking Ns As To Type Of Fat,Vegetables,48,2.6,1.45,6.2
4721,Beans String Cooked Ns As To Form Ns As To Color Ns As To Fat Added In Cooking,Vegetables,48,2.6,1.45,6.2
4722,Beans String Cooked From Frozen Ns As To Color Ns As To Fat Added In Cooking,Vegetables,48,2.6,1.45,6.2
4723,Beans String Green Cooked Ns As To Form Ns As To Fat Added In Cooking,Vegetables,48,2.6,1.45,6.2
4724,Beans String Green Cooked From Frozen Ns As To Fat Added In Cooking,Vegetables,48,2.6,1.45,6.2
4725,Beans String Green Cooked Ns As To Form Fat Added In Cooking Ns As To Type Of Fat,Vegetables,48,2.6,1.45,6.2
4726,Beans String Green Cooked From Frozen Fat Added In Cooking Ns As To Type Of Fat,Vegetables,48,2.6,1.45,6.2
4727,Beans String Yellow Cooked Ns As To Form Ns As To Fat Added In Cooking,Vegetables,48,2.6,1.45,6.2
4728,Beans String Yellow Cooked From Frozen Ns As To Fat Added In Cooking,Vegetables,48,2.6,1.45,6.2
4729,Beans String Yellow Cooked Ns As To Form Fat Not Added In Cooking,Vegetables,48,2.6,1.45,6.2
4730,Beans String Yellow Cooked Ns As To Form Fat Added In Cooking Ns As To Type Of Fat,Vegetables,48,2.6,1.45,6.2
4731,Beans String Yellow Cooked From Frozen Fat Added In Cooking Ns As To Type Of Fat,Vegetables,48,2.6,1.45,6.2
4732,Broccoli Cooked Ns As To Form Made With Oil,Vegetables,48,2.51,3.01,5.19
4733,Broccoli Cooked From Frozen Made With Oil,Vegetables,48,2.51,3.01,5.19
4734,Collards Cooked Ns As To Form Ns As To Fat Added In Cooking,Vegetables,48,2.45,2.64,5.49
4735,Collards Cooked From Fresh Ns As To Fat Added In Cooking,Vegetables,48,2.45,2.64,5.49
4736,Collards Cooked Ns As To Form Fat Added In Cooking Ns As To Type Of Fat,Vegetables,48,2.45,2.64,5.49
4737,Collards Cooked From Fresh Fat Added In Cooking Ns As To Type Of Fat,Vegetables,48,2.45,2.64,5.49
4738,Cabbage Savoy Cooked Ns As To Fat Added In Cooking,Vegetables,48,2.43,2.03,6.13
4739,Cabbage Savoy Cooked Fat Added In Cooking Ns As To Type Of Fat,Vegetables,48,2.43,2.03,6.13
4740,Rutabaga Cooked Made With Butter,Vegetables,48,2.36,0.92,6.62
4741,Lettuce Salad With Egg Tomato And/or Carrots With Or Without Other Vegetables No Dressing,Vegetables,48,2.31,3.5,3.76
4742,Beans String Green Cooked Ns As To Form With Mushroom Sauce,Vegetables,48,2.12,1.66,6.36
4743,Beans String Green Cooked From Frozen With Mushroom Sauce,Vegetables,48,2.12,1.66,6.36
4744,Squash Winter Type Baked No Sugar Added In Cooking Made With Margarine,Vegetables,48,1.69,0.87,8.63
4745,Peas And Carrots Cooked From Canned Fat Not Added In Cooking,Vegetables,48,0.52,2.69,8.65
4746,Peas And Carrots Frozen Cooked Boiled Drained Without Salt,Vegetables,48,0.42,3.09,10.12
4747,Peas And Carrots Frozen Cooked Boiled Drained With Salt,Vegetables,48,0.42,3.09,10.12
4748,Peas And Carrots Cooked Ns As To Form Fat Not Added In Cooking,Vegetables,48,0.42,3.07,10.06
4749,Peas And Carrots Cooked From Frozen Fat Not Added In Cooking,Vegetables,48,0.42,3.07,10.06
4750,Escarole Cooked Ns As To Fat Added In Cooking,Vegetables,47,3.4,1.1,2.95
4751,Escarole Cooked Fat Added In Cooking Ns As To Type Of Fat,Vegetables,47,3.4,1.1,2.95
4752,Escarole Cooked Made With Oil,Vegetables,47,3.4,1.1,2.95
4753,Beans String Green Canned Low Sodium Made With Oil,Vegetables,47,3.33,1.09,4.2
4754,Turnip Cooked Ns As To Form Made With Oil,Vegetables,47,3.04,1.48,4.2
4755,Turnip Cooked From Frozen Made With Oil,Vegetables,47,2.98,1.48,4.2
4756,Carrots Cooked From Canned Made With Butter,Vegetables,47,2.72,0.64,5.35
4757,Squash Spaghetti Cooked Made With Butter,Vegetables,47,2.64,0.66,6.23
4758,Squash Summer Yellow Or Green And Onions Cooked Made With Oil,Vegetables,47,2.62,1.01,5.78
4759,Kale Cooked Ns As To Form Made With Margarine,Vegetables,47,2.57,2.72,5.04
4760,Kale Cooked From Frozen Made With Margarine,Vegetables,47,2.57,2.72,5.04
4761,Lambsquarter Cooked Ns As To Fat Added In Cooking,Vegetables,47,2.53,3.12,4.86
4762,Lambsquarter Cooked Fat Added In Cooking Ns As To Type Of Fat,Vegetables,47,2.53,3.12,4.86
4763,Collards Cooked From Canned Ns As To Fat Added In Cooking,Vegetables,47,2.44,2.63,5.46
4764,Collards Cooked From Canned Fat Added In Cooking Ns As To Type Of Fat,Vegetables,47,2.44,2.63,5.46
4765,Cabbage Red Cooked Ns As To Fat Added In Cooking,Vegetables,47,2.29,1.47,6.7
4766,Cabbage Red Cooked Fat Added In Cooking Ns As To Type Of Fat,Vegetables,47,2.29,1.47,6.7
4767,Vegetable Combination Including Carrots Broccoli And/or Dark-Green Leafy; Cooked No Sauce Made With Margarine,Vegetables,47,2.21,1.42,6.45
4768,Broccoflower Cooked Made With Margarine,Vegetables,47,2.14,2.93,6.08
4769,Beets Cooked From Canned Ns As To Fat Added In Cooking,Vegetables,47,2.09,0.9,6.98
4770,Beets Cooked From Canned Fat Added In Cooking Ns As To Type Of Fat,Vegetables,47,2.09,0.9,6.98
4771,Pumpkin Cooked From Canned Made With Butter,Vegetables,47,1.8,1.09,7.91
4772,Greens With Ham Or Pork,Vegetables,47,1.43,4.76,5.08
4773,Yardlong Bean Raw,Vegetables,47,0.4,2.8,8.35
4774,Artichokes (Globe Or French),Vegetables,47,0.15,3.27,10.51
4775,Yardlong Bean Cooked Boiled Drained Without Salt,Vegetables,47,0.1,2.53,9.18
4776,Yardlong Bean Cooked Boiled Drained With Salt,Vegetables,47,0.1,2.53,9.17
4777,Cress Cooked Ns As To Form Made With Butter,Vegetables,46,3.3,1.85,3.65
4778,Cress Cooked From Fresh Made With Butter,Vegetables,46,3.3,1.85,3.65
4779,Cress Cooked From Canned Made With Butter,Vegetables,46,3.3,1.85,3.65
4780,Beans String Cooked From Canned Ns As To Color Made With Oil,Vegetables,46,3.27,1.02,4.06
4781,Beans String Green Cooked From Canned Made With Oil,Vegetables,46,3.27,1.02,4.06
4782,Turnip Greens Cooked From Fresh Made With Oil,Vegetables,46,3.26,1.1,4.2
4783,Okra Cooked From Fresh Made With Oil,Vegetables,46,2.95,1.81,4.36
4784,Okra Cooked From Canned Made With Oil,Vegetables,46,2.95,1.81,4.36
4785,Luffa Cooked Ns As To Fat Added In Cooking,Vegetables,46,2.95,1.81,4.36
4786,Luffa Cooked Fat Added In Cooking,Vegetables,46,2.95,1.81,4.36
4787,Turnip Cooked From Fresh Made With Oil,Vegetables,46,2.89,0.69,4.89
4788,Turnip Cooked From Canned Made With Oil,Vegetables,46,2.82,0.69,4.89
4789,Mustard Greens Cooked Ns As To Form Ns As To Fat Added In Cooking,Vegetables,46,2.81,2.48,4.34
4790,Mustard Greens Cooked From Fresh Ns As To Fat Added In Cooking,Vegetables,46,2.81,2.48,4.34
4791,Mustard Greens Cooked From Canned Ns As To Fat Added In Cooking,Vegetables,46,2.81,2.48,4.34
4792,Mustard Greens Cooked From Fresh Fat Added In Cooking Ns As To Type Of Fat,Vegetables,46,2.81,2.48,4.34
4793,Mustard Greens Cooked From Canned Fat Added In Cooking Ns As To Type Of Fat,Vegetables,46,2.81,2.48,4.34
4794,Greens Cooked Ns As To Form Ns As To Fat Added In Cooking,Vegetables,46,2.6,1.94,5.07
4795,Greens Cooked From Fresh Ns As To Fat Added In Cooking,Vegetables,46,2.6,1.94,5.07
4796,Greens Cooked From Canned Ns As To Fat Added In Cooking,Vegetables,46,2.6,1.94,5.07
4797,Greens Cooked Ns As To Form Fat Added In Cooking Ns As To Type Of Fat,Vegetables,46,2.6,1.94,5.07
4798,Greens Cooked From Fresh Fat Added In Cooking Ns As To Type Of Fat,Vegetables,46,2.6,1.94,5.07
4799,Greens Cooked From Canned Fat Added In Cooking Ns As To Type Of Fat,Vegetables,46,2.6,1.94,5.07
4800,Mushrooms Cooked Ns As To Form Ns As To Fat Added In Cooking,Vegetables,46,2.58,2.11,5.11
4801,Mushrooms Cooked From Fresh Ns As To Fat Added In Cooking,Vegetables,46,2.58,2.11,5.11
4802,Mushrooms Cooked From Frozen Ns As To Fat Added In Cooking,Vegetables,46,2.58,2.11,5.11
4803,Mushrooms Cooked Ns As To Form Fat Added In Cooking Ns Asa To Type Of Fat,Vegetables,46,2.58,2.11,5.11
4804,Mushrooms Cooked From Fresh Fat Added In Cooking Ns As To Type Of Fat,Vegetables,46,2.58,2.11,5.11
4805,Mushrooms Cooked From Frozen Fat Added In Cooking Ns As To Type Of Fat,Vegetables,46,2.58,2.11,5.11
4806,Beet Greens Cooked Ns As To Fat Added In Cooking,Vegetables,46,2.48,2.49,5.26
4807,Beet Greens Cooked Fat Added In Cooking Ns As To Type Of Fat,Vegetables,46,2.48,2.49,5.26
4808,Kale Cooked From Fresh Made With Margarine,Vegetables,46,2.48,1.82,5.42
4809,Kale Cooked From Canned Made With Margarine,Vegetables,46,2.48,1.82,5.42
4810,Turnip Greens Cooked Ns As To Form Ns As To Fat Added In Cooking,Vegetables,46,2.43,3.25,4.82
4811,Turnip Greens Cooked From Frozen Ns As To Fat Added In Cooking,Vegetables,46,2.43,3.25,4.82
4812,Turnip Greens Cooked Ns As To Form Fat Added In Cooking Ns As To Type Of Fat,Vegetables,46,2.43,3.25,4.82
4813,Turnip Greens Cooked From Frozen Fat Added In Cooking Ns As To Type Of Fat,Vegetables,46,2.43,3.25,4.82
4815,Turnip Greens Cooked Ns As To Form Made With Oil,Vegetables,46,2.43,3.25,4.82
4816,Spinach Cooked Ns As To Form Made With Margarine,Vegetables,46,2.3,3.9,4.68
4817,Spinach Cooked From Frozen Made With Margarine,Vegetables,46,2.3,3.9,4.68
4818,Okra Cooked Ns As To Form Made With Butter,Vegetables,46,2.25,1.6,6.22
4819,Okra Cooked From Frozen Made With Butter,Vegetables,46,2.25,1.6,6.22
4820,Onions Cooked From Frozen Made With Oil,Vegetables,46,2.2,0.75,6.42
4821,Broccoli Raab Cooked Made With Margarine,Vegetables,46,2.13,3.71,3.04
4822,Rutabaga Cooked Ns As To Fat Added In Cooking,Vegetables,46,2.13,0.92,6.63
4823,Rutabaga Cooked Fat Added In Cooking Ns As To Type Of Fat,Vegetables,46,2.13,0.92,6.63
4824,Kohlrabi Cooked Ns As To Fat Added In Cooking,Vegetables,46,2.12,1.76,6.48
4825,Kohlrabi Cooked Fat Added In Cooking,Vegetables,46,2.12,1.76,6.48
4826,Cabbage Salad Or Coleslaw Made With Light Creamy Dressing,Vegetables,46,0.72,1.27,9.61
